square.data	0.100000	0.000000	0	0.000000
square.data	0.100000	0.100000	0	0.000000
square.data	0.100000	0.200000	0	0.000000
square.data	0.100000	0.300000	0	0.000000
square.data	0.100000	0.400000	0	0.000000
square.data	0.200000	0.000000	1	0.000000
square.data	0.200000	0.100000	1	0.039200
square.data	0.200000	0.200000	1	0.140400
square.data	0.200000	0.300000	1	0.259500
square.data	0.200000	0.400000	1	0.381400
square.data	0.300000	0.000000	1	0.000000
square.data	0.300000	0.100000	3	0.001700
square.data	0.300000	0.200000	3	0.012200
square.data	0.300000	0.300000	3	0.080200
square.data	0.300000	0.400000	3	0.259200
square.data	0.400000	0.000000	2	0.000000
square.data	0.400000	0.100000	3	0.000900
square.data	0.400000	0.200000	5	0.003100
square.data	0.400000	0.300000	9	0.015100
square.data	0.400000	0.400000	14	0.089300
square.data	0.500000	0.000000	2	0.000000
square.data	0.500000	0.100000	4	0.000500
square.data	0.500000	0.200000	6	0.002700
square.data	0.500000	0.300000	10	0.008200
square.data	0.500000	0.400000	30	0.074100
square.data	0.600000	0.000000	2	0.000000
square.data	0.600000	0.100000	5	0.001000
square.data	0.600000	0.200000	6	0.000700
square.data	0.600000	0.300000	17	0.004000
square.data	0.600000	0.400000	30	0.054900
square.data	0.700000	0.000000	2	0.000000
square.data	0.700000	0.100000	4	0.001000
square.data	0.700000	0.200000	7	0.003000
square.data	0.700000	0.300000	16	0.005300
square.data	0.700000	0.400000	30	0.048900
square.data	0.800000	0.000000	2	0.000000
square.data	0.800000	0.100000	6	0.000100
square.data	0.800000	0.200000	7	0.002700
square.data	0.800000	0.300000	30	0.006400
square.data	0.800000	0.400000	30	0.038600
square.data	0.900000	0.000000	2	0.000000
square.data	0.900000	0.100000	5	0.000700
square.data	0.900000	0.200000	11	0.002100
square.data	0.900000	0.300000	30	0.006400
square.data	0.900000	0.400000	30	0.026200
disk.data	0.100000	0.000000	0	0.000000
disk.data	0.100000	0.100000	0	0.000000
disk.data	0.100000	0.200000	0	0.000000
disk.data	0.100000	0.300000	0	0.000000
disk.data	0.100000	0.400000	0	0.000000
disk.data	0.200000	0.000000	1	0.000000
disk.data	0.200000	0.100000	1	0.042700
disk.data	0.200000	0.200000	1	0.149800
disk.data	0.200000	0.300000	1	0.269700
disk.data	0.200000	0.400000	1	0.391500
disk.data	0.300000	0.000000	2	0.000000
disk.data	0.300000	0.100000	3	0.004600
disk.data	0.300000	0.200000	3	0.016000
disk.data	0.300000	0.300000	3	0.084200
disk.data	0.300000	0.400000	3	0.242500
disk.data	0.400000	0.000000	2	0.000400
disk.data	0.400000	0.100000	3	0.002800
disk.data	0.400000	0.200000	6	0.008500
disk.data	0.400000	0.300000	8	0.023800
disk.data	0.400000	0.400000	13	0.123900
disk.data	0.500000	0.000000	2	0.000400
disk.data	0.500000	0.100000	4	0.004100
disk.data	0.500000	0.200000	7	0.007400
disk.data	0.500000	0.300000	18	0.018600
disk.data	0.500000	0.400000	30	0.054600
disk.data	0.600000	0.000000	2	0.000400
disk.data	0.600000	0.100000	9	0.003500
disk.data	0.600000	0.200000	20	0.005900
disk.data	0.600000	0.300000	30	0.014800
disk.data	0.600000	0.400000	30	0.096700
disk.data	0.700000	0.000000	2	0.000400
disk.data	0.700000	0.100000	6	0.002600
disk.data	0.700000	0.200000	15	0.007200
disk.data	0.700000	0.300000	26	0.012700
disk.data	0.700000	0.400000	30	0.063100
disk.data	0.800000	0.000000	2	0.000400
disk.data	0.800000	0.100000	5	0.002500
disk.data	0.800000	0.200000	18	0.007300
disk.data	0.800000	0.300000	30	0.014300
disk.data	0.800000	0.400000	30	0.063700
disk.data	0.900000	0.000000	2	0.000400
disk.data	0.900000	0.100000	5	0.001600
disk.data	0.900000	0.200000	9	0.006700
disk.data	0.900000	0.300000	30	0.018500
disk.data	0.900000	0.400000	30	0.072800
trees-bw.data	0.100000	0.000000	0	0.000000
trees-bw.data	0.100000	0.100000	0	0.000000
trees-bw.data	0.100000	0.200000	0	0.000000
trees-bw.data	0.100000	0.300000	0	0.000000
trees-bw.data	0.100000	0.400000	0	0.000000
trees-bw.data	0.200000	0.000000	1	0.001543
trees-bw.data	0.200000	0.100000	1	0.048473
trees-bw.data	0.200000	0.200000	1	0.146482
trees-bw.data	0.200000	0.300000	1	0.269208
trees-bw.data	0.200000	0.400000	1	0.385551
trees-bw.data	0.300000	0.000000	3	0.007633
trees-bw.data	0.300000	0.100000	3	0.012857
trees-bw.data	0.300000	0.200000	3	0.028963
trees-bw.data	0.300000	0.300000	3	0.094898
trees-bw.data	0.300000	0.400000	3	0.263273
trees-bw.data	0.400000	0.000000	7	0.010751
trees-bw.data	0.400000	0.100000	8	0.015257
trees-bw.data	0.400000	0.200000	16	0.022367
trees-bw.data	0.400000	0.300000	17	0.035078
trees-bw.data	0.400000	0.400000	22	0.112645
trees-bw.data	0.500000	0.000000	19	0.011535
trees-bw.data	0.500000	0.100000	27	0.016188
trees-bw.data	0.500000	0.200000	30	0.022237
trees-bw.data	0.500000	0.300000	30	0.033576
trees-bw.data	0.500000	0.400000	30	0.089094
trees-bw.data	0.600000	0.000000	23	0.011992
trees-bw.data	0.600000	0.100000	27	0.016522
trees-bw.data	0.600000	0.200000	30	0.022612
trees-bw.data	0.600000	0.300000	30	0.034939
trees-bw.data	0.600000	0.400000	30	0.077624
trees-bw.data	0.700000	0.000000	25	0.012163
trees-bw.data	0.700000	0.100000	30	0.017371
trees-bw.data	0.700000	0.200000	30	0.023959
trees-bw.data	0.700000	0.300000	30	0.035951
trees-bw.data	0.700000	0.400000	30	0.076302
trees-bw.data	0.800000	0.000000	30	0.012310
trees-bw.data	0.800000	0.100000	30	0.016898
trees-bw.data	0.800000	0.200000	30	0.024122
trees-bw.data	0.800000	0.300000	30	0.035159
trees-bw.data	0.800000	0.400000	30	0.076490
trees-bw.data	0.900000	0.000000	30	0.012335
trees-bw.data	0.900000	0.100000	30	0.017633
trees-bw.data	0.900000	0.200000	30	0.024963
trees-bw.data	0.900000	0.300000	30	0.034408
trees-bw.data	0.900000	0.400000	30	0.083069
